virusIsolate	virusStrain	virusYear	serumIsolate	serumStrain	serumYear	titer	source
B/Victoria/304/2006	B/Victoria/304/2006	2006	MAL/174/2006_F884	B/Malaysia/174/2006	2006	320	AusWHO2006_2
B/Victoria/304/2006	B/Victoria/304/2006	2006	NC/5/2006_F898	B/NewCaledonia/5/2006	2006	640	AusWHO2006_2
B/Victoria/304/2006	B/Victoria/304/2006	2006	VIC/304/2006_F899	B/Victoria/304/2006	2006	1280	AusWHO2006_2
B/Wellington/85/2006	B/Wellington/85/2006	2006	MAL/174/2006_F884	B/Malaysia/174/2006	2006	320	AusWHO2006_2
B/Wellington/85/2006	B/Wellington/85/2006	2006	NC/5/2006_F898	B/NewCaledonia/5/2006	2006	160	AusWHO2006_2
B/Wellington/85/2006	B/Wellington/85/2006	2006	VIC/304/2006_F899	B/Victoria/304/2006	2006	640	AusWHO2006_2
B/Sydney/88/2006	B/Sydney/88/2006	2006	MAL/174/2006_F884	B/Malaysia/174/2006	2006	320	AusWHO2006_2
B/Sydney/88/2006	B/Sydney/88/2006	2006	NC/5/2006_F898	B/NewCaledonia/5/2006	2006	160	AusWHO2006_2
B/Sydney/88/2006	B/Sydney/88/2006	2006	VIC/304/2006_F899	B/Victoria/304/2006	2006	640	AusWHO2006_2
B/Pennsylvania/5/2007	B/Pennsylvania/5/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	160	MRC2007SepVic
B/HongKong/121/2007	B/HongKong/121/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	160	MRC2007SepVic
B/Osaka/16/2007	B/Osaka/16/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	160	MRC2007SepVic
B/Odessa/394/2007	B/Odessa/394/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	80	MRC2007SepVic
B/Khabarovsk/26/2007	B/Khabarovsk/26/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	40	MRC2007SepVic
B/Tula/3/2007	B/Tula/3/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	80	MRC2007SepVic
B/Astrakhan/88/2007	B/Astrakhan/88/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	320	MRC2007SepVic
B/Johannesburg/18/2007	B/Johannesburg/18/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	80	MRC2007SepVic
B/Victoria/500/2007	B/Victoria/500/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	40	MRC2007SepVic
B/Johannesburg/150/2007	B/Johannesburg/150/2007	2007	B/Vic/304/06	B/Victoria/304/2006	2006	40	MRC2007SepVic
B/Hiroshima/320/2007	B/Hiroshima/320/2007	2007	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2008MarVic
B/Egypt/80/2007	B/Egypt/80/2007	2007	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2008MarVic
B/Egypt/80/2007	B/Egypt/80/2007	2007	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	320	MRC2008MarVic
B/Jiangxi/1792/2007	B/Jiangxi/1792/2007	2007	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	80	MRC2008SepVic
B/HongKong/998/2008	B/HongKong/998/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<40	MRC2008SepVic
B/Hubei/1146/2008	B/Hubei/1146/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<40	MRC2008SepVic
B/England/393/2008	B/England/393/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2009FebVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2009FebVic
B/Brisbane/33/2008	B/Brisbane/33/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2009FebVic
B/Texas/26/2008	B/Texas/26/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	80	MRC2009FebVic
B/Bayern/36/2008	B/Bayern/36/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2009FebVic
B/England/393/2008	B/England/393/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2009SepVic
B/Brisbane/33/2008	B/Brisbane/33/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	320	MRC2009SepVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2009SepVic
B/England/393/2008	B/England/393/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2010FebVic
B/Brisbane/33/2008	B/Brisbane/33/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2010FebVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	20	MRC2010FebVic
B/England/393/2008	B/England/393/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2010SepVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2010SepVic
B/England/393/2008	B/England/393/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2010SepVic2
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	320	MRC2010SepVic2
B/England/393/2008	B/England/393/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2011FebVic
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2011FebVic
B/England/393/2008	B/England/393/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	320	MRC2011FebVic2
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	320	MRC2011FebVic2
B/England/393/2008	B/England/393/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	320	MRC2011FebVic3
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	640	MRC2011FebVic3
B/Brisbane/60/2008	B/Brisbane/60/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	320	MRC2011FebVic4
B/England/393/2008	B/England/393/2008	2008	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	320	MRC2011FebVic4
B/Iwate/17/2009	B/Iwate/17/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	10	MRC2009SepVic
B/Hubei/37/2009	B/Hubei/37/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	80	MRC2009SepVic
B/Belgrade/1094/2009	B/Belgrade/1094/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	10	MRC2009SepVic
B/Singapore/21/2009	B/Singapore/21/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	20	MRC2009SepVic
B/HongKong/235/2009	B/HongKong/235/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2009SepVic
B/Okinawa/10/2009	B/Okinawa/10/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2009SepVic
B/Sabac/1232/2009	B/Sabac/1232/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	20	MRC2009SepVic
B/Norway/1474/2009	B/Norway/1474/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2009SepVic
B/Madagascar/4254/2009	B/Madagascar/4254/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2009SepVic
B/Mauritius/515/2009	B/Mauritius/515/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2009SepVic
B/Laos/1232/2009	B/Laos/1232/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010FebVic
B/Madagascar/6945/2009	B/Madagascar/6945/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010FebVic
B/Madagascar/7002/2009	B/Madagascar/7002/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010FebVic
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010FebVic
B/Stockholm/8/2009	B/Stockholm/8/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010FebVic
B/Madagascar/7002/2009	B/Madagascar/7002/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Madagascar/7002/2009	B/Madagascar/7002/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic2
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic2
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	10	MRC2011FebVic
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	10	MRC2011FebVic2
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2011FebVic3
B/HongKong/514/2009	B/HongKong/514/2009	2009	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2011FebVic4
B/Stockholm/1/2010	B/Stockholm/1/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010FebVic
B/Stockholm/2/2010	B/Stockholm/2/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Stockholm/3/2010	B/Stockholm/3/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Milano/34/2010	B/Milano/34/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Milano/36/2010	B/Milano/36/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	10	MRC2010SepVic
B/Stockholm/5/2010	B/Stockholm/5/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Yamaguchi/1/2010	B/Yamaguchi/1/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Norway/459/2010	B/Norway/459/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Moscow/1/2010	B/Moscow/1/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Moscow/9/2010	B/Moscow/9/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2010SepVic
B/Moscow/18/2010	B/Moscow/18/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2010SepVic
B/Taiwan/11/2010	B/Taiwan/11/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	40	MRC2010SepVic2
B/Panama/307237/2010	B/Panama/307237/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	80	MRC2010SepVic2
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	10	MRC2011FebVic
B/Slovakia/1731/2010	B/Slovakia/1731/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2011FebVic
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	10	MRC2011FebVic2
B/Tehran/5277/2010	B/Tehran/5277/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2011FebVic2
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2011FebVic3
B/Hiroshima/9/2010	B/Hiroshima/9/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	160	MRC2011FebVic3
B/Hiroshima/9/2010	B/Hiroshima/9/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	10	MRC2011FebVic3
B/Stockholm/7/2010	B/Stockholm/7/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	80	MRC2011FebVic3
B/Stockholm/9/2010	B/Stockholm/9/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	80	MRC2011FebVic3
B/Stockholm/10/2010	B/Stockholm/10/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	10	MRC2011FebVic3
B/Odessa/3886/2010	B/Odessa/3886/2010	2010	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	<10	MRC2011FebVic4
B/Agadir/156/2011	B/Agadir/156/2011	2011	B/Vic/304/06_F16/06	B/Victoria/304/2006	2006	80	MRC2011FebVic3
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Eng/393/08_F31/08	B/England/393/2008	2008	40	MRC2009FebVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	80	MRC2009FebVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/33/08_AUS_F1235	B/Brisbane/33/2008	2008	320	MRC2009FebVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Eng/393/08_F31/08	B/England/393/2008	2008	320	MRC2009SepVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	320	MRC2009SepVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	640	MRC2009SepVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2009SepVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Eng/393/08_F31/08	B/England/393/2008	2008	<10	MRC2010FebVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	<10	MRC2010FebVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	40	MRC2010FebVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2010FebVic
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Eng/393/08_F31/08	B/England/393/2008	2008	40	MRC2010SepVic2
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	160	MRC2010SepVic2
B/Shandong/7/1997	B/Shandong/7/1997	1997	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2010SepVic2
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Eng/393/08_F31/08	B/England/393/2008	2008	20	MRC2009FebVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	40	MRC2009FebVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/33/08_AUS_F1235	B/Brisbane/33/2008	2008	320	MRC2009FebVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Eng/393/08_F31/08	B/England/393/2008	2008	20	MRC2009SepVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	<10	MRC2009SepVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	20	MRC2009SepVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2009SepVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Eng/393/08_F31/08	B/England/393/2008	2008	20	MRC2010FebVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	10	MRC2010FebVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	40	MRC2010FebVic
B/Brisbane/32/2002	B/Brisbane/32/2002	2002	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2010FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Eng/393/08_F31/08	B/England/393/2008	2008	80	MRC2009FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	160	MRC2009FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/33/08_AUS_F1235	B/Brisbane/33/2008	2008	640	MRC2009FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Eng/393/08_F31/08	B/England/393/2008	2008	160	MRC2009SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	80	MRC2009SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	160	MRC2009SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2009SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Eng/393/08_F31/08	B/England/393/2008	2008	20	MRC2010FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	10	MRC2010FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	40	MRC2010FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2010FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Eng/393/08_F31/08	B/England/393/2008	2008	40	MRC2010SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	10	MRC2010SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2010SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Eng/393/08_F31/08	B/England/393/2008	2008	40	MRC2010SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	160	MRC2010SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2010SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F31/08	B/England/393/2008	2008	80	MRC2011FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	160	MRC2011FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2011FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F31/08	B/England/393/2008	2008	80	MRC2011FebVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	160	MRC2011FebVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2011FebVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F31/08	B/England/393/2008	2008	80	MRC2011FebVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	160	MRC2011FebVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2011FebVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F5/09	B/Brisbane/60/2008	2008	160	MRC2011FebVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2011FebVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F31/08	B/England/393/2008	2008	160	MRC2011SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F25/10	B/Brisbane/60/2008	2008	80	MRC2011SepVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F05/11	B/England/393/2008	2008	80	MRC2011SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2011SepVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F05/11	B/England/393/2008	2008	80	MRC2011SepVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F25/10	B/Brisbane/60/2008	2008	80	MRC2011SepVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F05/11	B/England/393/2008	2008	80	MRC2011SepVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2011SepVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F05/11	B/England/393/2008	2008	80	MRC2011SepVic5
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2011SepVic5
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	10	MRC2011SepVic5
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Eng/393/08_F05/11	B/England/393/2008	2008	20	MRC2012FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	80	MRC2012FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	<10	MRC2012FebVic
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F05/11	B/England/393/2008	2008	40	MRC2012FebVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2012FebVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	<10	MRC2012FebVic2
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F05/11	B/England/393/2008	2008	80	MRC2012FebVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2012FebVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	10	MRC2012FebVic3
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/England/393/08_F05/11	B/England/393/2008	2008	40	MRC2012FebVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Bris/60/08_F06/11	B/Brisbane/60/2008	2008	160	MRC2012FebVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	B/Paris/1762/08_F07/11	B/Paris/1762/2008	2008	<10	MRC2012FebVic4
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	Br/33/2008	B/Brisbane/33/2008	2008	320	Barr2010
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	BR/2937/2008	B/Brazil/2937/2008	2008	320	Barr2010
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	HK/90/2008	B/HongKong/90/2008	2008	160	Barr2010
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	Fujian-G/1272/2008	B/Fujian/1272/2008	2008	160	Barr2010
B/Malaysia/2506/2004	B/Malaysia/2506/2004	2004	TX/26/2008	B/Texas/26/2008	2008	320	Barr2010
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Eng/393/08_F31/08	B/England/393/2008	2008	<10	MRC2009FebVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	80	MRC2009FebVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/33/08_AUS_F1235	B/Brisbane/33/2008	2008	640	MRC2009FebVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Eng/393/08_F31/08	B/England/393/2008	2008	40	MRC2009SepVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	<10	MRC2009SepVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	<10	MRC2009SepVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2009SepVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Eng/393/08_F31/08	B/England/393/2008	2008	10	MRC2010FebVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	<10	MRC2010FebVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	20	MRC2010FebVic
B/HongKong/45/2005	B/HongKong/45/2005	2005	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	<10	MRC2010FebVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Eng/393/08_F31/08	B/England/393/2008	2008	40	MRC2009FebVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	160	MRC2009FebVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Bris/33/08_AUS_F1235	B/Brisbane/33/2008	2008	640	MRC2009FebVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Eng/393/08_F31/08	B/England/393/2008	2008	80	MRC2009SepVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	40	MRC2009SepVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Bris/60/08_F2/09	B/Brisbane/60/2008	2008	160	MRC2009SepVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Paris/1762/08_F11/09	B/Paris/1762/2008	2008	20	MRC2009SepVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Eng/393/08_F31/08	B/England/393/2008	2008	40	MRC2010FebVic
B/Victoria/304/2006	B/Victoria/304/2006	2006	B/Bris/33/08_F1/09	B/Brisbane/33/2008	2008	20	MRC2010FebVic
