virusIsolate	virusStrain	virusYear	serumIsolate	serumStrain	serumYear	titer	source
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	BRISBANE/3/2005-MELB	A/Brisbane/3/2005	2005	53	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	BRISBANE/4/2007-MELB	A/Brisbane/4/2007	2007	861	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	BRISBANE/9/2005-MELB	A/Brisbane/9/2005	2005	640	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	BRISBANE/9/2006-MELB	A/Brisbane/9/2006	2006	923	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	CALIFORNIA/7/2004-MELB	A/California/7/2004	2004	483	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	FUJIAN/411/2002-MELB	A/Fujian/411/2002	2002	60	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	HIROSHIMA/33/2006-MELB	A/Hiroshima/33/2006	2006	320	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	LYON/636/2006-MELB	A/Lyon/636/2006	2006	280	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	MALAYSIA/753/2005-MELB	A/Malaysia/753/2005	2005	307	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	NEPAL/921/2006-MELB	A/Nepal/921/2006	2006	305	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	NEW-YORK/55/2004-MELB	A/NewYork/55/2004	2004	101	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	PERTH/27/2007-MELB	A/Perth/27/2007	2007	640	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	SANTIAGO/7981/2006-MELB	A/Santiago/7981/2006	2006	320	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	SENDIH/F131/2006-MELB	A/Sendai/F131/2006	2006	320	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	SINGAPORE/37/2004-MELB	A/Singapore/37/2004	2004	240	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	SINGAPORE/37/2006-MELB	A/Singapore/37/2006	2006	160	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	THAILAND/31/2007-MELB	A/Thailand/31/2007	2007	912	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	VICTORIA/503/2006-MELB	A/Victoria/503/2006	2006	806	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	VICTORIA/512/2005-MELB	A/Victoria/512/2005	2005	279	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	VICTORIA/523/2004-MELB	A/Victoria/523/2004	2004	72	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	WELLINGTON/1/2004-MELB	A/Wellington/1/2004	2004	175	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	WISCONSIN/3/2007-MELB	A/Wisconsin/3/2007	2007	640	Russell2008
A_Human_VICTORIA_503_2006	A/Victoria/503/2006	2006	WISCONSIN/67/2005-MELB	A/Wisconsin/67/2005	2005	470	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	BRISBANE/3/2005-MELB	A/Brisbane/3/2005	2005	80	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	CALIFORNIA/7/2004-MELB	A/California/7/2004	2004	640	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	FUJIAN/411/2002-MELB	A/Fujian/411/2002	2002	80	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	HIROSHIMA/52/2005-MELB	A/Hiroshima/52/2005	2005	160	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	MALAYSIA/753/2005-MELB	A/Malaysia/753/2005	2005	640	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	NEW-YORK/55/2004-MELB	A/NewYork/55/2004	2004	160	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	SINGAPORE/37/2004-MELB	A/Singapore/37/2004	2004	320	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	VICTORIA/512/2005-MELB	A/Victoria/512/2005	2005	320	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	VICTORIA/523/2004-MELB	A/Victoria/523/2004	2004	320	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	WELLINGTON/1/2004-MELB	A/Wellington/1/2004	2004	320	Russell2008
A_Human_VICTORIA_519_2006	A/Victoria/519/2006	2006	WISCONSIN/67/2005-MELB	A/Wisconsin/67/2005	2005	640	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	640	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	1280	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	640	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	80	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	320	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	400	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	PANAMA/2007-LOT-2003-20-AND-21/1999-CDC	A/Panama/2007-And-21/1999	1999	240	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	HONG-KONG/1550-LOT-2002-26/2002-CDC	A/HongKong/1550/2002	2002	480	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	JAPAN/727-LOT-2003-46/2003-CDC	A/Japan/727/2003	2003	320	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	NEW-YORK/55-LOT-2002-25/2001-CDC	A/NewYork/55/2001	2001	320	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	BEIJING/178-LOT-2003-31/2002-CDC	A/Beijing/178/2002	2002	1280	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	WYOMING/2-LOT-2003-47/2003-CDC	A/Wyoming/2/2003	2003	320	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	HAWAII/14-LOT-2003-32/2002-CDC	A/Hawaii/14/2002	2002	1280	Russell2008
A_Human_HONG-KONG_334_2003	A/HongKong/334/2003	2003	SENDAI/F4952-LOT-2003-36/2003-CDC	A/Sendai/F4952/2003	2003	320	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	160	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	320	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	PANAMA/2007-LOT-2003-20-AND-2003-21/1999-CDC	A/Panama/2007-And-2003/1999	1999	80	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	20	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	80	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	80	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	FUKUOKA/37-LOT-2003-51/2002-CDC	A/Fukuoka/37/2002	2002	160	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	SENDAI/F4962-MEDIMMUNE-LOT-2003-62/2002-CDC	A/Sendai/F4962/2002	2002	<10	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	WYOMING/3-LOT-2003-72-NEW/2003-CDC	A/Wyoming/3/2003	2003	80	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	WYOMING/3-LOT-2003-73-NEW/2003-CDC	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_HONG-KONG_664_2003	A/HongKong/664/2003	2003	WYOMING/3-REASSORTANT-LOT-2003-63/2003-CDC	A/Wyoming/3/2003	2003	80	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	320	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	480	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	40	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	80	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	320	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	FUKUOKA/37-LOT-2003-51/2002-CDC	A/Fukuoka/37/2002	2002	320	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	PANAMA/2007-LOT-2003-20-AND-21/1999-CDC	A/Panama/2007-And-21/1999	1999	80	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	UK/1861-LOT-2003-56/2003-CDC	A/Uk/1861/2003	2003	320	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	FUKUOKA/55-LOT-2003-52/2002-CDC	A/Fukuoka/55/2002	2002	320	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	HONG-KONG/1550-LOT-2002-26/2002-CDC	A/HongKong/1550/2002	2002	160	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	JAPAN/727-LOT-2003-46/2003-CDC	A/Japan/727/2003	2003	160	Russell2008
A_Human_HONG-KONG_711_2003	A/HongKong/711/2003	2003	NEW-YORK/55-LOT-2002-25/2001-CDC	A/NewYork/55/2001	2001	80	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	120	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	240	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	20	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	60	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	80	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	FUKUOKA/37-LOT-2003-51/2002-CDC	A/Fukuoka/37/2002	2002	160	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	PANAMA/2007-LOT-2003-20-AND-21/1999-CDC	A/Panama/2007-And-21/1999	1999	80	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	UK/1861-LOT-2003-56/2003-CDC	A/Uk/1861/2003	2003	160	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	FUKUOKA/55-LOT-2003-52/2002-CDC	A/Fukuoka/55/2002	2002	160	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	HONG-KONG/1550-LOT-2002-26/2002-CDC	A/HongKong/1550/2002	2002	160	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	JAPAN/727-LOT-2003-46/2003-CDC	A/Japan/727/2003	2003	80	Russell2008
A_Human_HONG-KONG_712_2003	A/HongKong/712/2003	2003	NEW-YORK/55-LOT-2002-25/2001-CDC	A/NewYork/55/2001	2001	80	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	240	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	480	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	80	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	30	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	60	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	80	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	FUKUOKA/37-LOT-2003-51/2002-CDC	A/Fukuoka/37/2002	2002	240	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	PANAMA/2007-LOT-2003-20-AND-21/1999-CDC	A/Panama/2007-And-21/1999	1999	80	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	UK/1861-LOT-2003-56/2003-CDC	A/Uk/1861/2003	2003	160	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	FUKUOKA/55-LOT-2003-52/2002-CDC	A/Fukuoka/55/2002	2002	160	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	HONG-KONG/1550-LOT-2002-26/2002-CDC	A/HongKong/1550/2002	2002	320	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	JAPAN/727-LOT-2003-46/2003-CDC	A/Japan/727/2003	2003	80	Russell2008
A_Human_HONG-KONG_797_2003	A/HongKong/797/2003	2003	NEW-YORK/55-LOT-2002-25/2001-CDC	A/NewYork/55/2001	2001	80	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	640	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	1280	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	1280	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	80	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	320	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	640	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	FUKUOKA/37-LOT-2003-51/2002-CDC	A/Fukuoka/37/2002	2002	640	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	PANAMA/2007-LOT-2003-20-AND-21/1999-CDC	A/Panama/2007-And-21/1999	1999	320	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	FUKUOKA/55-LOT-2003-52/2002-CDC	A/Fukuoka/55/2002	2002	640	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	HONG-KONG/1550-LOT-2002-26/2002-CDC	A/HongKong/1550/2002	2002	640	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	JAPAN/727-LOT-2003-46/2003-CDC	A/Japan/727/2003	2003	640	Russell2008
A_Human_HONG-KONG_911_2003	A/HongKong/911/2003	2003	NEW-YORK/55-LOT-2002-25/2001-CDC	A/NewYork/55/2001	2001	160	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	160	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	640	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	PANAMA/2007-LOT-2003-20-AND-2003-21/1999-CDC	A/Panama/2007-And-2003/1999	1999	80	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	40	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	80	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	160	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	FUKUOKA/37-LOT-2003-51/2002-CDC	A/Fukuoka/37/2002	2002	320	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	SENDAI/F4962-MEDIMMUNE-LOT-2003-62/2002-CDC	A/Sendai/F4962/2002	2002	10	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	WYOMING/3-LOT-2003-72-NEW/2003-CDC	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	WYOMING/3-LOT-2003-73-NEW/2003-CDC	A/Wyoming/3/2003	2003	640	Russell2008
A_Human_HONG-KONG_992_2003	A/HongKong/992/2003	2003	WYOMING/3-REASSORTANT-LOT-2003-63/2003-CDC	A/Wyoming/3/2003	2003	160	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	640	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	1280	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	1280	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	PANAMA/2007-LOT-2003-20-AND-2003-21/1999-CDC	A/Panama/2007-And-2003/1999	1999	320	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	80	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	160	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	1280	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	FUKUOKA/37-LOT-2003-51/2002-CDC	A/Fukuoka/37/2002	2002	1280	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	SENDAI/F4962-MEDIMMUNE-LOT-2003-62/2002-CDC	A/Sendai/F4962/2002	2002	320	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	WYOMING/3-LOT-2003-72-NEW/2003-CDC	A/Wyoming/3/2003	2003	1280	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	WYOMING/3-LOT-2003-73-NEW/2003-CDC	A/Wyoming/3/2003	2003	2560	Russell2008
A_Human_HONG-KONG_995_2003	A/HongKong/995/2003	2003	WYOMING/3-REASSORTANT-LOT-2003-63/2003-CDC	A/Wyoming/3/2003	2003	640	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	KUMAMOTO/102-LOT-2003-75/2002-CDC	A/Kumamoto/102/2002	2002	320	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	SOFIA/141-LOT-2003-99/2003-CDC	A/Sofia/141/2003	2003	320	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	240	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	WYOMING/3-LOT-2003-63-REASSORTANT/2003-CDC	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	CHRISTCHURCH/28-LOT-2003-101/2003-CDC	A/ChristChurch/28/2003	2003	640	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	640	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	MOSCOW/10-LOT-2003-22/1999-CDC	A/Moscow/10/1999	1999	160	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	480	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	HONG-KONG/1186-LOT-2003-100/2003-CDC	A/HongKong/1186/2003	2003	320	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	KUMAMOTO/102-LOT-2003-102-IVR-135/2002-CDC	A/Kumamoto/102/2002	2002	640	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	PANAMA/2007-LOT-2003-20-AND-2003-21/1999-CDC	A/Panama/2007-And-2003/1999	1999	160	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	40	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	WYOMING/3-LOT-2003-103-IVR-134/2003-CDC	A/Wyoming/3/2003	2003	640	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	80	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	160	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	FUKUOKA/37-LOT-2003-51/2002-CDC	A/Fukuoka/37/2002	2002	320	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	SENDAI/F4962-MEDIMMUNE-LOT-2003-62/2002-CDC	A/Sendai/F4962/2002	2002	20	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	WYOMING/3-LOT-2003-72-NEW/2003-CDC	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	WYOMING/3-LOT-2003-73-NEW/2003-CDC	A/Wyoming/3/2003	2003	640	Russell2008
A_Human_HONG-KONG_1052_2003	A/HongKong/1052/2003	2003	WYOMING/3-REASSORTANT-LOT-2003-63/2003-CDC	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	KUMAMOTO/102-LOT-2003-75/2002-CDC	A/Kumamoto/102/2002	2002	160	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	FUJIAN/411-LOT-2003-24/2002-CDC	A/Fujian/411/2002	2002	480	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	WYOMING/3-LOT-2003-63-REASSORTANT/2003-CDC	A/Wyoming/3/2003	2003	320	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	CHRISTCHURCH/28-LOT-2003-101/2003-CDC	A/ChristChurch/28/2003	2003	320	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	KOREA/770-LOT-2003-30/2002-CDC	A/Korea/770/2002	2002	960	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	MOSCOW/10-LOT-2003-22/1999-CDC	A/Moscow/10/1999	1999	80	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	WYOMING/3-LOT-2003-49/2003-CDC	A/Wyoming/3/2003	2003	480	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	HONG-KONG/1186-LOT-2003-100/2003-CDC	A/HongKong/1186/2003	2003	320	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	PANAMA/2007-LOT-2003-20-AND-2003-21/1999-CDC	A/Panama/2007-And-2003/1999	1999	240	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	SYDNEY/5-LOT-2001-27/1997-CDC	A/Sydney/5/1997	1997	60	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	FUKUOKA/37-LOT-2003-74/2002-CDC	A/Fukuoka/37/2002	2002	640	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	SHANGHAI/369-LOT-2003-88/2003-CDC	A/Shanghai/369/2003	2003	320	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	SOFIA/141-LOT-2003-99-NEW/2003-CDC	A/Sofia/141/2003	2003	320	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	MOSCOW/10-LOT-2002-14/1999-CDC	A/Moscow/10/1999	1999	160	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	SENDAI/F4962-LOT-2003-37/2003-CDC	A/Sendai/F4962/2003	2003	1280	Russell2008
A_Human_HONG-KONG_1159_2003	A/HongKong/1159/2003	2003	FUKUOKA/37-LOT-2003-51/2002-CDC	A/Fukuoka/37/2002	2002	640	Russell2008
